"cell_id"	"pseudo_time"	"cell_type"
"HP1502401_J4"	1.97063822944218	"alpha cell"
"HP1502401_J6"	2.02058403357433	"alpha cell"
"HP1502401_J7"	2.02488495325582	"mast cell"
"HP1502401_J8"	1.9813403868541	"alpha cell"
"HP1502401_K1"	1.99786943970065	"alpha cell"
"HP1502401_K10"	2.32084371298665	"acinar cell"
"HP1502401_K11"	1.892107504829	"alpha cell"
"HP1502401_K12"	2.36140692123823	"acinar cell"
"HP1502401_K14"	0.400545237397143	"gamma cell"
"HP1502401_K15"	1.89406771011818	"alpha cell"
"HP1502401_K16"	2.00010073016111	"alpha cell"
"HP1502401_K17"	1.85626477139187	"unclassified endocrine cell"
"HP1502401_K18"	1.621531255054	"unclassified endocrine cell"
"HP1502401_K19"	1.64770269318505	"unclassified endocrine cell"
"HP1502401_K2"	1.94493514869944	"alpha cell"
"HP1502401_K20"	1.97904901701405	"alpha cell"
"HP1502401_K21"	2.0362623978097	"alpha cell"
"HP1502401_K22"	1.97462095011822	"alpha cell"
"HP1502401_K23"	0.438944126544057	"gamma cell"
"HP1502401_K24"	0.402966737257258	"gamma cell"
"HP1502401_K3"	1.97486710904072	"alpha cell"
"HP1502401_K4"	1.62068976605716	"unclassified endocrine cell"
"HP1502401_K5"	1.95058977364673	"alpha cell"
"HP1502401_K6"	1.93961076241437	"alpha cell"
"HP1502401_K7"	1.61894756196935	"unclassified endocrine cell"
"HP1502401_K9"	2.05420231479645	"alpha cell"
"HP1502401_L1"	2.01160090328889	"alpha cell"
"HP1502401_L10"	1.83197866633425	"beta cell"
"HP1502401_L11"	1.96726832568675	"alpha cell"
"HP1502401_L12"	1.96297837982672	"alpha cell"
"HP1502401_L13"	1.95578643676503	"alpha cell"
"HP1502401_L14"	0.403844952843172	"gamma cell"
"HP1502401_L15"	1.94211787189297	"alpha cell"
"HP1502401_L16"	1.93546564022845	"alpha cell"
"HP1502401_L17"	1.82882765462578	"alpha cell"
"HP1502401_L18"	2.20700833947416	"ductal cell"
"HP1502401_L2"	1.95775697391622	"alpha cell"
"HP1502401_L20"	2.02792071502422	"alpha cell"
"HP1502401_L21"	1.98369535464342	"alpha cell"
"HP1502401_L22"	1.99236012389098	"alpha cell"
"HP1502401_L23"	2.04188604734273	"alpha cell"
"HP1502401_L3"	1.96310437999517	"alpha cell"
"HP1502401_L4"	2.01795671846714	"alpha cell"
"HP1502401_L5"	2.25750475397689	"ductal cell"
"HP1502401_L7"	2.05301695031592	"alpha cell"
"HP1502401_L9"	1.88167606051281	"alpha cell"
"HP1502401_M1"	1.92571583550475	"alpha cell"
"HP1502401_M10"	1.92821436993008	"alpha cell"
"HP1502401_M11"	1.99816747427997	"alpha cell"
"HP1502401_M12"	1.81289504341288	"beta cell"
"HP1502401_M14"	1.96170407279862	"alpha cell"
"HP1502401_M15"	1.98657872945508	"alpha cell"
"HP1502401_M16"	2.23234531845744	"ductal cell"
"HP1502401_M17"	1.99523810832532	"mast cell"
"HP1502401_M19"	1.98792737497204	"alpha cell"
"HP1502401_M2"	1.830177720745	"beta cell"
"HP1502401_M20"	1.84205645462396	"co-expression cell"
"HP1502401_M21"	1.95223715426734	"alpha cell"
"HP1502401_M22"	2.32913954945039	"acinar cell"
"HP1502401_M23"	1.99433784776799	"alpha cell"
"HP1502401_M24"	1.95302582558162	"alpha cell"
"HP1502401_M3"	2.00233802844418	"alpha cell"
"HP1502401_M4"	1.96472630685484	"alpha cell"
"HP1502401_M5"	1.95135173211452	"alpha cell"
"HP1502401_M6"	1.78268719793768	"delta cell"
"HP1502401_M7"	1.97773225264487	"alpha cell"
"HP1502401_M8"	2.33904850611039	"acinar cell"
"HP1502401_N1"	1.84168545846716	"beta cell"
"HP1502401_N10"	2.26399940366223	"ductal cell"
"HP1502401_N11"	0.429757254742095	"gamma cell"
"HP1502401_N12"	1.99607556451745	"alpha cell"
"HP1502401_N15"	1.99580404746609	"alpha cell"
"HP1502401_N16"	2.28259211046482	"ductal cell"
"HP1502401_N17"	1.91989904788585	"alpha cell"
"HP1502401_N18"	2.2205421205797	"ductal cell"
"HP1502401_N2"	2.33843328680245	"acinar cell"
"HP1502401_N20"	1.95608679555553	"alpha cell"
"HP1502401_N21"	1.8288663170656	"beta cell"
"HP1502401_N23"	0.425316737256597	"gamma cell"
"HP1502401_N3"	1.94599222466342	"alpha cell"
"HP1502401_N4"	1.96897463173178	"alpha cell"
"HP1502401_N7"	1.76381777789432	"delta cell"
"HP1502401_N8"	1.81306423640523	"beta cell"
"HP1502401_N9"	0.428460204857662	"gamma cell"
"HP1502401_O1"	1.95069786947208	"alpha cell"
"HP1502401_O10"	2.25741031338089	"ductal cell"
"HP1502401_O14"	2.33249424781872	"acinar cell"
"HP1502401_O16"	1.81401583849757	"beta cell"
"HP1502401_O17"	1.99333889411274	"alpha cell"
"HP1502401_O18"	1.8013672344593	"delta cell"
"HP1502401_O2"	1.9881055480953	"alpha cell"
"HP1502401_O20"	1.99678769615631	"alpha cell"
"HP1502401_O21"	1.93333589359941	"alpha cell"
"HP1502401_O22"	1.9663669867631	"alpha cell"
"HP1502401_O23"	1.97200428241304	"alpha cell"
"HP1502401_O24"	2.08921297353166	"alpha cell"
"HP1502401_O3"	1.93215401175598	"alpha cell"
"HP1502401_O4"	2.05477673689452	"alpha cell"
"HP1502401_O6"	1.77844149528974	"delta cell"
"HP1502401_O7"	1.88346917332592	"co-expression cell"
"HP1502401_O8"	2.00216933221409	"alpha cell"
"HP1502401_O9"	2.00026396803277	"mast cell"
"HP1504101T2D_A10"	2.33701489808778	"acinar cell"
"HP1504101T2D_A12"	1.99882045422244	"alpha cell"
"HP1504101T2D_A13"	0.399581110626186	"gamma cell"
"HP1504101T2D_A15"	0.398179003897831	"gamma cell"
"HP1504101T2D_A17"	0.400762005663012	"gamma cell"
"HP1504101T2D_A18"	0.396706584093674	"gamma cell"
"HP1504101T2D_A19"	1.98586286481518	"alpha cell"
"HP1504101T2D_A20"	0.401771677860676	"gamma cell"
"HP1504101T2D_A23"	2.12245403616614	"alpha cell"
"HP1504101T2D_A24"	1.79270105120267	"delta cell"
"HP1504101T2D_A4"	0.401483031101225	"gamma cell"
"HP1504101T2D_A5"	2.0095316964394	"alpha cell"
"HP1504101T2D_A6"	1.99615039934244	"alpha cell"
"HP1504101T2D_A8"	2.04386149089515	"alpha cell"
"HP1504101T2D_B10"	0.406904083559365	"gamma cell"
"HP1504101T2D_B11"	2.02611490427827	"alpha cell"
"HP1504101T2D_B12"	0.402444700012507	"gamma cell"
"HP1504101T2D_B13"	2.04749166056757	"alpha cell"
"HP1504101T2D_B16"	2.07113813961602	"alpha cell"
"HP1504101T2D_B17"	0.401084661619556	"gamma cell"
"HP1504101T2D_B18"	0.399690678904496	"gamma cell"
"HP1504101T2D_B21"	2.0669940431949	"alpha cell"
"HP1504101T2D_B22"	0.39855292555511	"gamma cell"
"HP1504101T2D_B24"	0.412128477965478	"gamma cell"
"HP1504101T2D_B3"	1.68034495975583	"unclassified endocrine cell"
"HP1504101T2D_B4"	0.401250765409921	"gamma cell"
"HP1504101T2D_B5"	0.398962525600153	"gamma cell"
"HP1504101T2D_B6"	1.86902316899051	"beta cell"
"HP1504101T2D_B7"	2.04653389612177	"alpha cell"
"HP1504101T2D_B8"	2.27300982578526	"ductal cell"
"HP1504101T2D_C1"	1.7828295041163	"endothelial cell"
"HP1504101T2D_C10"	1.80798688697078	"delta cell"
"HP1504101T2D_C11"	2.40707521764217	"acinar cell"
"HP1504101T2D_C12"	0.399803182084905	"gamma cell"
"HP1504101T2D_C14"	2.02583037536172	"alpha cell"
"HP1504101T2D_C15"	2.00500946736849	"alpha cell"
"HP1504101T2D_C16"	1.89716087566171	"co-expression cell"
"HP1504101T2D_C17"	1.99411860320612	"alpha cell"
"HP1504101T2D_C18"	1.86347609308444	"beta cell"
"HP1504101T2D_C20"	2.03070820456991	"alpha cell"
"HP1504101T2D_C21"	0.405364415764007	"gamma cell"
"HP1504101T2D_C22"	2.02478200140221	"alpha cell"
"HP1504101T2D_C4"	2.06215687366895	"alpha cell"
"HP1504101T2D_C9"	1.8022505383	"delta cell"
"HP1504101T2D_D1"	1.78925074231143	"alpha cell"
"HP1504101T2D_D11"	0.404994513632236	"gamma cell"
"HP1504101T2D_D12"	2.08124136503688	"alpha cell"
"HP1504101T2D_D13"	2.07306651216862	"alpha cell"
"HP1504101T2D_D15"	0.396451466372483	"gamma cell"
"HP1504101T2D_D17"	0.399933330198143	"gamma cell"
"HP1504101T2D_D18"	0.404818787274627	"gamma cell"
"HP1504101T2D_D19"	2.07593410738196	"alpha cell"
"HP1504101T2D_D2"	2.0461891652799	"alpha cell"
"HP1504101T2D_D21"	0.398282395404482	"gamma cell"
"HP1504101T2D_D23"	0.395426641615524	"gamma cell"
"HP1504101T2D_D24"	0.401464538405875	"gamma cell"
"HP1504101T2D_D5"	1.99147859469849	"alpha cell"
"HP1504101T2D_D6"	1.94396309330478	"alpha cell"
"HP1504101T2D_D7"	2.01754934006237	"alpha cell"
"HP1504101T2D_D8"	1.88332499761341	"unclassified endocrine cell"
"HP1504101T2D_D9"	1.87540716122156	"beta cell"
"HP1504101T2D_E1"	1.98849878391728	"alpha cell"
"HP1504101T2D_E10"	2.02947515442013	"alpha cell"
"HP1504101T2D_E11"	0.402196109526171	"gamma cell"
"HP1504101T2D_E14"	0.395748885630284	"gamma cell"
"HP1504101T2D_E15"	1.86696032103479	"beta cell"
"HP1504101T2D_E16"	1.83949421428491	"beta cell"
"HP1504101T2D_E18"	0.40109668733544	"gamma cell"
"HP1504101T2D_E19"	2.08345359676058	"alpha cell"
"HP1504101T2D_E20"	0.40118889160346	"gamma cell"
"HP1504101T2D_E21"	2.08580765746132	"alpha cell"
"HP1504101T2D_E22"	2.01433168399825	"alpha cell"
"HP1504101T2D_E23"	1.98230065672691	"alpha cell"
"HP1504101T2D_E24"	1.88205425964416	"beta cell"
"HP1504101T2D_E3"	1.91299012468454	"alpha cell"
"HP1504101T2D_E4"	0.393601389990092	"gamma cell"
"HP1504101T2D_E6"	1.93802856463246	"alpha cell"
"HP1504101T2D_E7"	0.405301726366236	"gamma cell"
"HP1504101T2D_E8"	0.402331954742123	"gamma cell"
"HP1504101T2D_E9"	0.40086799529501	"gamma cell"
"HP1504101T2D_F1"	2.322557530509	"acinar cell"
"HP1504101T2D_F10"	2.00611923207161	"alpha cell"
"HP1504101T2D_F11"	0.401390485199269	"gamma cell"
"HP1504101T2D_F12"	1.96785656763133	"alpha cell"
"HP1504101T2D_F13"	0.395514574220657	"gamma cell"
"HP1504101T2D_F14"	0.399835820040232	"gamma cell"
"HP1504101T2D_F15"	2.03814145034764	"alpha cell"
"HP1504101T2D_F16"	0.394951689206742	"gamma cell"
"HP1504101T2D_F17"	1.77097757174716	"delta cell"
"HP1504101T2D_F18"	2.20049912767153	"PSC cell"
"HP1504101T2D_F19"	2.01239782431024	"alpha cell"
"HP1504101T2D_F2"	0.407117057555032	"gamma cell"
"HP1504101T2D_F20"	0.399906513781532	"gamma cell"
"HP1504101T2D_F22"	2.0478290245964	"alpha cell"
"HP1504101T2D_F3"	2.01404842077874	"alpha cell"
"HP1504101T2D_F7"	2.00341591655721	"alpha cell"
"HP1504101T2D_G1"	2.05102850599004	"alpha cell"
"HP1504101T2D_G10"	1.99315106805752	"alpha cell"
"HP1504101T2D_G12"	2.03981811390465	"alpha cell"
"HP1504101T2D_G14"	1.98457571286392	"alpha cell"
"HP1504101T2D_G16"	0.398973252665078	"gamma cell"
"HP1504101T2D_G17"	1.97337332743274	"alpha cell"
"HP1504101T2D_G19"	2.02682988054731	"alpha cell"
"HP1504101T2D_G2"	2.32634353039091	"alpha cell"
"HP1504101T2D_G21"	0.403876250406682	"gamma cell"
"HP1504101T2D_G22"	2.03814150950241	"alpha cell"
"HP1504101T2D_G23"	2.06608126070335	"alpha cell"
"HP1504101T2D_G24"	2.02529407271303	"alpha cell"
"HP1504101T2D_G3"	0.399279991157395	"gamma cell"
"HP1504101T2D_G4"	0.397831106555159	"gamma cell"
"HP1504101T2D_G8"	0.398775009108619	"gamma cell"
"HP1504101T2D_G9"	0.422178382948102	"gamma cell"
"HP1504101T2D_H1"	0.400378636248178	"gamma cell"
"HP1504101T2D_H14"	0.396554675584493	"gamma cell"
"HP1504101T2D_H15"	1.99340249074746	"alpha cell"
"HP1504101T2D_H17"	2.13632903442323	"alpha cell"
"HP1504101T2D_H18"	2.27976824808629	"ductal cell"
"HP1504101T2D_H2"	1.96593788368018	"alpha cell"
"HP1504101T2D_H20"	2.08412196270995	"alpha cell"
"HP1504101T2D_H21"	2.01147306976323	"alpha cell"
"HP1504101T2D_H22"	1.9559769200759	"alpha cell"
"HP1504101T2D_H23"	1.8554146992598	"beta cell"
"HP1504101T2D_H24"	0.402699087905483	"gamma cell"
"HP1504101T2D_H4"	1.99724205529078	"alpha cell"
"HP1504101T2D_H5"	1.79660792379349	"delta cell"
"HP1504101T2D_H6"	1.88875713607607	"beta cell"
"HP1504101T2D_H7"	2.18114222777225	"unclassified cell"
"HP1504101T2D_H9"	1.99115549502435	"alpha cell"
"HP1504101T2D_I1"	1.98456401962308	"alpha cell"
"HP1504101T2D_I10"	0.400019835031544	"gamma cell"
"HP1504101T2D_I14"	1.95313113822785	"alpha cell"
"HP1504101T2D_I15"	0.396597956138193	"gamma cell"
"HP1504101T2D_I16"	0.403596363569349	"gamma cell"
"HP1504101T2D_I17"	2.0063616904086	"alpha cell"
"HP1504101T2D_I18"	2.07609012960449	"alpha cell"
"HP1504101T2D_I2"	1.6917435767739	"alpha cell"
"HP1504101T2D_I20"	2.01711373317063	"alpha cell"
"HP1504101T2D_I22"	1.98244610518706	"alpha cell"
"HP1504101T2D_I23"	1.99638287783003	"alpha cell"
"HP1504101T2D_I24"	2.02282940082406	"alpha cell"
"HP1504101T2D_I5"	2.03663560863503	"alpha cell"
"HP1504101T2D_I6"	2.34049476437889	"acinar cell"
"HP1504101T2D_I7"	0.405866777040679	"gamma cell"
"HP1504101T2D_I8"	2.03628421842045	"alpha cell"
"HP1504101T2D_J1"	2.03392002087694	"alpha cell"
"HP1504101T2D_J11"	2.07783058491794	"alpha cell"
"HP1504101T2D_J13"	2.00578083493714	"alpha cell"
"HP1504101T2D_J14"	1.79042209244289	"delta cell"
"HP1504101T2D_J15"	2.00421052672231	"alpha cell"
"HP1504101T2D_J16"	2.32653582198387	"acinar cell"
"HP1504101T2D_J18"	2.02624220805639	"alpha cell"
"HP1504101T2D_J2"	2.0525233682991	"alpha cell"
"HP1504101T2D_J20"	2.05128271396546	"alpha cell"
"HP1504101T2D_J22"	0.403453690449261	"gamma cell"
"HP1504101T2D_J24"	2.04369281978393	"alpha cell"
"HP1504101T2D_J3"	0.397399970813981	"gamma cell"
"HP1504101T2D_J5"	0.410204872447992	"gamma cell"
"HP1504101T2D_J7"	2.05736231584565	"alpha cell"
"HP1504101T2D_J9"	0.403795136750349	"gamma cell"
"HP1504101T2D_K10"	2.3245901418213	"acinar cell"
"HP1504101T2D_K12"	2.03364090412975	"alpha cell"
